PM10 (ug/m3),PM2.5(ug/m3),AT(),BP(mmHg),SR(W/mt2),RH(%),WD(degree),NO(ug/m3),NOx(ppb),NO2(ug/m3),SO2(ug/m3),CO(mg/m3),Ozone(ug/m3),Monsoon,Post-Monsoon,Summer,Winter
68.0,27.0,23.65,978.6,27.97,98.77,257.1,57.4,73.58,50.25,16.3,1.1,4.95,1,0,0,0
74.0,26.0,24.52,979.25,19.48,98.38,274.68,54.1,71.92,52.17,16.62,1.05,5.3,1,0,0,0
72.0,27.0,25.5,979.9,19.02,97.35,279.55,60.83,82.22,61.4,16.95,1.15,5.8,1,0,0,0
102.0,47.0,26.78,980.23,33.55,94.22,203.37,57.03,82.02,66.85,16.2,1.12,7.7,1,0,0,0
117.0,39.0,28.9,979.55,298.77,88.05,204.15,40.65,67.38,64.42,15.03,0.92,15.15,1,0,0,0
81.0,32.0,30.2,979.1,210.85,82.72,245.25,2.92,36.28,63.75,16.67,1.0,34.52,1,0,0,0
119.0,60.0,31.25,978.65,10.53,75.4,254.05,2.15,32.18,57.15,13.8,0.9,66.55,1,0,0,0
166.0,84.0,32.25,978.38,10.05,71.12,245.7,1.7,26.15,46.6,10.62,0.67,50.77,1,0,0,0
114.0,68.0,31.9,976.95,10.95,70.22,221.22,0.93,23.23,42.7,11.65,0.53,48.73,1,0,0,0
80.0,60.0,30.33,975.4,215.4,75.35,164.53,2.15,26.48,46.55,14.53,0.57,41.92,1,0,0,0
97.0,65.0,29.75,974.08,187.1,76.92,129.22,3.6,33.38,57.25,10.55,0.7,28.2,1,0,0,0
95.0,49.0,28.42,974.22,103.7,80.55,112.15,6.82,38.08,61.2,14.07,0.62,14.7,1,0,0,0
91.0,48.0,26.92,975.1,28.92,84.97,105.53,13.48,46.25,66.38,11.25,0.75,7.7,1,0,0,0
84.75,44.75,25.75,975.5,8.5,88.17,124.17,22.53,47.58,54.92,9.78,0.62,6.25,1,0,0,0
