PM10 (ug/m3),PM2.5(ug/m3),AT(),BP(mmHg),SR(W/mt2),RH(%),WD(degree),NO(ug/m3),NOx(ppb),NO2(ug/m3),SO2(ug/m3),CO(mg/m3),Ozone(ug/m3),Monsoon,Post-Monsoon,Summer,Winter
128.25,53.5,34.88,976.38,213.15,65.53,189.9,4.5,23.5,37.3,4.15,0.9,54.8,1,0,0,0
73.5,28.25,33.75,975.5,229.25,69.62,62.9,5.2,20.57,30.72,4.03,0.57,45.43,1,0,0,0
55.25,20.75,33.38,974.85,145.4,71.85,109.22,5.5,20.58,30.27,4.9,0.6,39.22,1,0,0,0
65.5,22.0,32.45,974.83,74.45,76.45,120.38,6.0,21.02,30.33,4.68,0.6,32.2,1,0,0,0
56.5,18.5,31.4,975.33,19.85,80.82,131.68,6.4,20.62,28.98,4.28,0.65,24.15,1,0,0,0
54.5,16.25,30.9,975.6,5.5,83.65,175.82,7.27,22.48,31.1,4.18,0.72,14.82,1,0,0,0
61.25,15.0,30.65,975.78,5.22,85.0,179.02,8.05,22.2,29.4,4.48,0.7,14.6,1,0,0,0
55.25,17.75,30.5,976.1,5.2,86.02,193.07,7.9,19.75,25.05,4.78,0.62,14.97,1,0,0,0
45.0,16.75,30.5,976.55,5.25,86.78,147.43,7.7,19.3,24.5,4.7,0.6,12.8,1,0,0,0
49.75,17.75,30.42,976.73,5.2,87.3,186.32,7.0,18.55,24.15,4.43,0.6,15.77,1,0,0,0
54.5,24.75,30.38,976.65,5.2,87.75,202.55,7.35,18.38,23.23,4.3,0.55,15.4,1,0,0,0
51.75,28.25,30.4,976.27,5.2,87.97,201.32,8.32,18.48,22.0,4.35,0.5,24.9,1,0,0,0
48.75,23.0,30.28,975.77,5.2,87.75,212.85,8.32,18.48,22.0,4.35,0.5,16.07,1,0,0,0
54.75,22.75,30.08,975.3,5.2,87.6,188.85,8.07,18.62,22.57,4.37,0.5,9.25,1,0,0,0
68.75,24.75,29.82,974.9,5.23,87.25,225.25,8.38,19.38,23.58,3.6,0.5,10.43,1,0,0,0
77.25,32.0,29.8,975.03,6.47,86.9,211.18,8.43,20.5,25.67,4.4,0.53,9.72,1,0,0,0
